Pd_precatalyst,Ligand,Pd_loading,Temperature,Selectfluor,Complex_NBO_charge_Pd,Complex_Sterimol_B5_N1_N2(A)_morfeus,Ligand_HOMO,Ligand_NMR_shift_N2,Ligand_%Vbur_N2_3.0A,yield_1,yield_2,yield_3,priority
C3,L7,4,60,1.0,0.89483,8.13139143,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C3,L7,4,50,2.0,0.89483,8.13139143,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C3,L7,4,50,1.5,0.89483,8.13139143,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C3,L7,4,50,1.0,0.89483,8.13139143,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C3,L7,4,40,2.0,0.89483,8.13139143,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C3,L7,4,40,1.5,0.89483,8.13139143,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C3,L7,4,40,1.0,0.89483,8.13139143,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C3,L7,4,30,2.0,0.89483,8.13139143,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C3,L7,4,30,1.5,0.89483,8.13139143,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C3,L7,4,30,1.0,0.89483,8.13139143,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C3,L7,2,70,2.0,0.89483,8.13139143,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C3,L7,2,70,1.5,0.89483,8.13139143,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C3,L7,2,70,1.0,0.89483,8.13139143,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C3,L7,2,60,2.0,0.89483,8.13139143,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C3,L7,2,60,1.5,0.89483,8.13139143,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C3,L7,2,60,1.0,0.89483,8.13139143,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C3,L7,2,50,2.0,0.89483,8.13139143,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C3,L7,2,50,1.5,0.89483,8.13139143,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C3,L7,2,50,1.0,0.89483,8.13139143,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C3,L7,2,40,2.0,0.89483,8.13139143,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C3,L7,2,40,1.5,0.89483,8.13139143,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C3,L7,2,40,1.0,0.89483,8.13139143,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C3,L7,2,30,2.0,0.89483,8.13139143,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C3,L7,2,30,1.5,0.89483,8.13139143,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C3,L7,2,30,1.0,0.89483,8.13139143,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C3,L7,1,70,2.0,0.89483,8.13139143,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C3,L7,1,70,1.5,0.89483,8.13139143,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C3,L7,1,70,1.0,0.89483,8.13139143,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C3,L7,1,60,2.0,0.89483,8.13139143,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C3,L7,1,60,1.5,0.89483,8.13139143,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C3,L7,1,60,1.0,0.89483,8.13139143,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C3,L7,1,50,2.0,0.89483,8.13139143,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C3,L7,1,50,1.5,0.89483,8.13139143,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C3,L7,1,50,1.0,0.89483,8.13139143,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C3,L7,1,40,2.0,0.89483,8.13139143,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C3,L7,1,40,1.5,0.89483,8.13139143,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C3,L7,1,40,1.0,0.89483,8.13139143,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C3,L7,1,30,2.0,0.89483,8.13139143,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C3,L7,1,30,1.5,0.89483,8.13139143,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C3,L7,1,30,1.0,0.89483,8.13139143,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C3,L6,10,70,2.0,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,10,70,1.5,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,10,70,1.0,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,10,60,1.5,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,10,60,1.0,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,10,50,2.0,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,10,50,1.5,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,10,50,1.0,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,10,40,2.0,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,10,40,1.5,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,10,40,1.0,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,10,30,2.0,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,10,30,1.5,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,10,30,1.0,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,8,70,2.0,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,8,70,1.5,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,8,70,1.0,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,8,60,2.0,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,8,60,1.5,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,8,60,1.0,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,8,50,2.0,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,8,50,1.5,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,8,50,1.0,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,8,40,2.0,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,8,40,1.5,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,8,40,1.0,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,8,30,2.0,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,8,30,1.5,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,8,30,1.0,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,6,70,2.0,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,6,70,1.5,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,6,70,1.0,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,6,60,2.0,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,6,60,1.5,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,6,60,1.0,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,6,50,2.0,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,6,50,1.5,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,6,50,1.0,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,6,40,2.0,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,6,40,1.5,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,6,40,1.0,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,6,30,2.0,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,6,30,1.5,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,6,30,1.0,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,4,70,2.0,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,4,70,1.5,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,4,70,1.0,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,4,60,2.0,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,4,60,1.5,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,4,60,1.0,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,4,50,2.0,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,4,50,1.5,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,4,50,1.0,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,4,40,2.0,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,4,40,1.5,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,4,40,1.0,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,4,30,2.0,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,4,30,1.5,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,4,30,1.0,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,2,70,2.0,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,2,70,1.5,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,2,70,1.0,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,2,60,2.0,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,2,60,1.5,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,2,60,1.0,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,2,50,2.0,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,2,50,1.5,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,2,50,1.0,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,2,40,2.0,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,2,40,1.5,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,2,40,1.0,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,2,30,2.0,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,2,30,1.5,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,2,30,1.0,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,1,70,2.0,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,1,70,1.5,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,1,70,1.0,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,1,60,2.0,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,1,60,1.5,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,1,60,1.0,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,1,50,2.0,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,1,50,1.5,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,1,50,1.0,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,1,40,2.0,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,1,40,1.5,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,1,40,1.0,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,1,30,2.0,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,1,30,1.5,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L6,1,30,1.0,0.89483,8.13139143,-0.2969,-82.7299,58.55929678,PENDING,PENDING,PENDING,0.0
C3,L5,10,70,2.0,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,10,70,1.5,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,10,70,1.0,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,10,60,1.5,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,10,60,1.0,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,10,50,2.0,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,10,50,1.5,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,10,50,1.0,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,10,40,2.0,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,10,40,1.5,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,10,40,1.0,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,10,30,2.0,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,10,30,1.5,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,10,30,1.0,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,8,70,2.0,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,8,70,1.5,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,8,70,1.0,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,8,60,2.0,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,8,60,1.5,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,8,60,1.0,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,8,50,2.0,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,8,50,1.5,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,8,50,1.0,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,8,40,2.0,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,8,40,1.5,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,8,40,1.0,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,8,30,2.0,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,8,30,1.5,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,8,30,1.0,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,6,70,2.0,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,6,70,1.5,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,6,70,1.0,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,6,60,2.0,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,6,60,1.5,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,6,60,1.0,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,6,50,2.0,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,6,50,1.5,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,6,50,1.0,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,6,40,2.0,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,6,40,1.5,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,6,40,1.0,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,6,30,2.0,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,6,30,1.5,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,6,30,1.0,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,4,70,2.0,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,4,70,1.5,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,4,70,1.0,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,4,60,2.0,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,4,60,1.5,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,4,60,1.0,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,4,50,2.0,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,4,50,1.5,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,4,50,1.0,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,4,40,2.0,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,4,40,1.5,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,4,40,1.0,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,4,30,2.0,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,4,30,1.5,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,4,30,1.0,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,2,70,2.0,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,2,70,1.5,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,2,70,1.0,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,2,60,2.0,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,2,60,1.5,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,2,60,1.0,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,2,50,2.0,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,2,50,1.5,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,2,50,1.0,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,2,40,2.0,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,2,40,1.5,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,2,40,1.0,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,2,30,2.0,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,2,30,1.5,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,2,30,1.0,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,1,70,2.0,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,1,70,1.5,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,1,70,1.0,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,1,60,2.0,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,1,60,1.5,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,1,60,1.0,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,1,50,2.0,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,1,50,1.5,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,1,50,1.0,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,1,40,2.0,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,1,40,1.5,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,1,40,1.0,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,1,30,2.0,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,1,30,1.5,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L5,1,30,1.0,0.89483,8.13139143,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C3,L4,10,70,2.0,0.89483,8.13139143,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C3,L4,10,70,1.5,0.89483,8.13139143,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C3,L4,10,70,1.0,0.89483,8.13139143,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C3,L4,10,60,1.5,0.89483,8.13139143,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C3,L4,10,60,1.0,0.89483,8.13139143,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C3,L4,10,50,2.0,0.89483,8.13139143,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
